year,unitid,instnm,rating,rating_analysis,state_flagship,stabbr,fips,region,opeid,sector,iclevel,control,hbcu,hospital,medical,tribal,pset4flg,c21basic,pell_total_ftft,pell_pct_ftft,pell_total_undergrad,pell_pct_undergrad,eftotlt2,eftotlm2,eftotlw2,efaiant2,efasiat2,efbkaat2,efhispt2,efnhpit2,efwhitt2,ef2mort2,efunknt2,efnralt2,eftotlt24,eftotlm24,eftotlw24,efaiant24,efasiat24,efbkaat24,efhispt24,efnhpit24,efwhitt24,ef2mort24,efunknt24,efnralt24,urm_enroll_undergrad_t,urm_pct_undergrad_t,aian_pct_undergrad_t,asia_pct_undergrad_t,bkaa_pct_undergrad_t,hisp_pct_undergrad_t,nhpi_pct_undergrad_t,nral_pct_undergrad_t,whit_pct_undergrad_t,unkn_pct_undergrad_t,two_more_pct_undergrad_t,urm_enroll_undergrad_ftft,urm_pct_undergrad_ftft,aian_pct_undergrad_ftft,asia_pct_undergrad_ftft,bkaa_pct_undergrad_ftft,hisp_pct_undergrad_ftft,nhpi_pct_undergrad_ftft,nral_pct_undergrad_ftft,whit_pct_undergrad_ftft,unkn_pct_undergrad_ftft,two_more_pct_undergrad_ftft,fteug,fall_under_oth_trans,fall_ft_under_oth_trans,grtotlt_adj_cohort_4yr,grtotlt_completers_150pct_4yr,grtotlt_grad_rate_150pct_4yr,total_title_iv,total_title_iv_0_30,total_title_iv_30_48,total_title_iv_48_75,total_title_iv_75_110,total_title_iv_110_plus,total_grant_aid,total_grant_aid_0_30,total_grant_aid_30_48,total_grant_aid_48_75,total_grant_aid_75_110,total_grant_aid_110_plus,net_price_0_30,net_price_30_48,net_price_48_75,net_price_75_110,net_price_110_plus,endowment_end,endow_per_fte,pell_share_calc,pell_share_orig
2022,229267,Trinity University,2. Highly Competitive+,2. Highly Competitive+,,TX,Texas,South Central,364700,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,,,,,2527,1196,1331,7,196,102,552,2,1414,125,19,110,663,288,375,1,43,28,151,0,371,29,4,36,663,.26236644,.002770083,.077562325,.040364068,.21844085,.0007914523,.043529876,.55955678,.0075187972,.049465768,180,.27149323,.0015082957,.064856716,.042232279,.22775264,0,.054298643,.5595777,.0060331826,.043740574,,20,20,,,,,,,,,,,,,,,,,,,,,,,,
2009,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,409,.090000004,,,30912,,,,,,,,,,,,4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31655,1035,954,3108,2499,.80405408,,,,,,,,,,,,,,,,,,768070784,24263.807,,
2010,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,574,.12,9781,.31813303,30745,,,,,,,,,,,,4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31649,698,647,3415,2837,.83074671,915,242,148,233,179,113,,,,,,,9243.9492,11455.76,13635.137,17945.236,18697.477,1008583872,31867.795,.31813303,.31999999
2011,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,824,.16,10848,.35673648,30409,15590,14819,113,526,104,1394,172,25577,765,429,1329,5176,2367,2809,29,112,35,260,24,4424,170,44,78,1783,.058633957,.0037160052,.01729751,.00342004,.04584169,.00565622,.043704167,.84109968,.014107665,.025157025,348,.067233384,.0056027821,.02163833,.0067619784,.05023184,.004636785,.015069552,.85471404,.0085007725,.032843895,31610,549,500,3421,2829,.82695121,1204,296,203,365,212,128,,,,,,,10142.462,11245.296,14206.679,17857.482,18492.666,1109040896,35085.129,.35673648,.36000001
2012,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,990,.18000001,10848,.35353932,30684,15625,15059,125,575,104,1449,180,25723,882,444,1202,5552,2455,3097,19,104,22,272,30,4749,221,66,69,1858,.060552731,.0040737842,.018739408,.0033893886,.047223307,.0058662496,.03917351,.83831966,.014470082,.028744623,343,.06177954,.0034221902,.018731989,.0039625359,.048991356,.0054034581,.012427954,.85536742,.011887608,.039805476,31364,738,684,3193,2760,.86439085,1477,377,230,381,281,208,1141,375,229,338,141,58,10541.828,11595.893,14155.763,17470.908,18362.535,1134701568,36178.473,.35353932,.34999999
2013,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,930,.17,11112,.35775918,31060,15935,15125,126,577,128,1601,198,26029,930,420,1051,5430,2455,2975,25,104,33,311,34,4574,218,52,79,2053,.066097878,.0040566646,.018576948,.0041210558,.051545396,.0063747587,.033837732,.83802319,.013522215,.029942047,403,.074217312,.0046040514,.019152854,.0060773483,.057274401,.0062615103,.014548803,.84235728,.0095764268,.040147331,30775,787,711,3249,2530,.77870113,1390,332,240,373,243,202,1053,332,238,326,110,47,11479.553,13089.348,15583.889,18502.736,19386.316,1227735168,39893.914,.35775918,.36000001
2014,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,652,.15000001,10279,.37021431,27765,14957,12808,115,549,130,1537,166,23167,861,344,896,4366,1310,3056,19,94,24,265,38,3595,183,56,92,1948,.070160277,.0041419053,.019773096,.0046821539,.055357464,.0059787501,.032270845,.83439583,.012389699,.031010265,346,.079248741,.0043518096,.021530004,.0054970225,.060696289,.0087036192,.02107192,.82340813,.012826386,.041914795,27751,789,719,3051,2302,.75450671,1043,253,141,253,218,178,788,252,140,228,108,60,10374.21,11868.15,14350.057,17926.15,18617.154,1679849856,60532.949,.37021431,.37
2015,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,643,.16,10093,.37157163,27163,14808,12355,100,530,136,1529,158,22600,935,321,854,4014,1237,2777,9,93,26,228,18,3310,201,50,79,1923,.070794828,.0036814786,.019511836,.0050068107,.056289807,.0058167358,.031439826,.83201414,.011817546,.034421824,281,.070004985,.0022421526,.023168908,.0064773294,.056801196,.0044843052,.019681117,.82461387,.012456402,.050074738,28054,677,629,4104,3150,.76754385,974,236,143,225,205,165,766,234,143,211,121,57,10685.105,11690.682,13978.882,17203.111,18925.816,1803028352,64269.922,.37157163,.37
2016,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,717,.14,10612,.35114655,30221,15865,14356,103,561,146,1713,186,25165,1088,340,919,5036,2157,2879,10,100,28,262,30,4225,215,67,99,2148,.071076401,.003408226,.01856325,.0048310775,.056682438,.0061546606,.030409317,.83269912,.011250455,.036001455,330,.065528199,.0019857029,.019857028,.0055599683,.052025419,.0059571089,.019658459,.83895952,.013304209,.042692613,30477,795,739,,,,1130,245,177,277,225,206,870,244,176,250,135,65,10082.618,11544.423,14502.998,17392.77,18756.443,1772892800,58171.5,.35114655,.34999999
2017,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,765,.15000001,11287,.36434358,30979,16124,14855,100,565,165,1857,206,25595,1197,351,943,5162,2271,2891,19,79,21,275,36,4370,215,70,77,2328,.075147681,.0032279931,.018238161,.0053261886,.059943832,.006649666,.030439975,.82620484,.011330256,.03863908,351,.067996897,.003680744,.015304145,.0040681907,.053273924,.006974041,.014916699,.84657109,.013560635,.041650523,30924,679,633,,,,1179,286,127,295,227,244,893,284,127,275,133,74,10027.521,10897.549,14244.494,17223.01,18899.813,1909650048,61753.008,.36434358,.36000001
2018,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,719,.13,11707,.37482789,31233,16020,15213,89,591,162,1867,207,25703,1260,361,993,5352,2339,3013,14,83,12,280,43,4523,237,78,82,2325,.074440494,.0028495502,.018922294,.0051868218,.059776518,.0066276053,.031793296,.82294369,.011558288,.040341947,349,.06520927,.0026158446,.015508221,.0022421526,.052316889,.0080343792,.015321375,.84510463,.014573991,.044282511,30901,643,596,,,,1190,250,146,258,267,269,876,250,146,245,150,85,9380.7803,10636.73,13364.429,17268.232,18464.838,2130382336,68942.18,.37482789,.37
2019,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,791,.14,11472,.36487389,31441,15801,15640,84,632,159,1992,217,25595,1353,383,1026,5635,2408,3227,10,113,32,385,47,4649,267,52,80,2452,.077987343,.0026716706,.020101141,.0050570909,.063356765,.006901816,.032632548,.81406444,.012181547,.043032981,474,.084117122,.0017746229,.02005324,.0056787934,.068322979,.0083407275,.014196984,.82502216,.0092280386,.047382433,30789,805,715,,,,1306,292,155,274,254,331,958,292,154,260,167,85,9373.4619,11061.618,13227.255,16300.104,18867.885,1992996992,64730.813,.36487389,.36000001
2020,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,758,.14,10964,.35037708,31292,15579,15713,67,610,135,2316,212,25316,1343,318,975,5606,2367,3239,8,90,16,446,34,4623,281,49,59,2730,.087242745,.0021411222,.0194938,.0043142019,.074012525,.0067748944,.031158123,.80902469,.010162341,.042918317,504,.089903675,.0014270424,.016054228,.0028540848,.07955762,.0060649305,.010524438,.82465214,.0087406347,.050124865,31740,941,830,,,,1216,278,148,260,256,274,985,278,146,254,187,120,9949.458,10884.886,13353.025,16619.65,18818.117,2378347008,74932.164,.35037708,.34999999
2021,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,749,.12,10786,.32316634,33376,16462,16914,73,614,128,2436,228,27038,1499,383,977,6070,2707,3363,11,82,13,445,39,5046,278,102,54,2865,.085840128,.0021872004,.018396452,.0038350911,.07298658,.0068312562,.029272532,.81010306,.011475312,.044912513,508,.083690278,.0018121911,.013509061,.0021416803,.073311366,.0064250412,.0088962112,.83130151,.016803954,.045799013,32542,1172,1011,,,,1206,284,143,240,221,318,905,284,143,233,158,87,9319,10087,12253,15569,18357,2554270976,78491.516,.32316634,.31999999
2022,230038,Brigham Young University,3. Highly Competitive,3. Highly Competitive,,UT,Utah,Mountain,367000,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,16,,,,,31642,15400,16242,70,568,121,2353,226,25654,1373,325,952,5269,2221,3048,10,91,9,341,25,4425,229,73,66,2770,.087541878,.0022122494,.017950825,.0038240314,.074363187,.0071424055,.030086594,.81075788,.010271159,.043391693,385,.073068894,.0018978934,.01727083,.001708104,.064718165,.0047447332,.012526096,.83981782,.013854621,.043461759,,807,697,,,,,,,,,,,,,,,,,,,,,,,,
2009,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,330,.14,,,21526,,,,,,,,,,,,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18797,1780,1189,2102,1342,.6384396,,,,,,,,,,,,,,,,,,560127104,29798.75,,
2010,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,466,.18000001,5350,.2415459,22149,,,,,,,,,,,,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19741,1965,1334,2269,1478,.65138829,668,260,187,127,61,33,,,,,,,14912.573,16193.752,17705.717,19009.352,18294.535,611011328,30951.387,.2415459,.23999999
2011,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,587,.2,6876,.29421076,23371,12944,10427,148,1094,309,1436,147,17730,355,1271,881,2769,1460,1309,12,149,36,228,16,2001,103,31,193,2040,.087287664,.0063326345,.04681015,.013221513,.061443668,.0062898463,.037696291,.75863248,.054383639,.015189765,292,.10545323,.0043336945,.053810041,.013001083,.082340196,.0057782591,.069700256,.72264355,.011195377,.037197545,20970,2166,1550,2368,1596,.67398649,750,271,141,171,99,68,,,,,,,11000.624,12145.644,14406.755,18108.182,18215.451,694028864,33096.273,.29421076,.31
2012,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,682,.23999999,7839,.32263243,24297,13480,10817,148,1160,326,1784,164,17999,511,991,1214,2872,1444,1428,14,174,33,291,22,1981,109,29,219,2422,.099683091,.0060912869,.04774252,.013417294,.073424704,.0067498046,.049965017,.74079102,.040786929,.021031404,360,.1253482,.0048746518,.060584959,.011490251,.10132312,.0076601673,.076253481,.68976325,.010097493,.037952647,21657,2183,1520,2528,1757,.69501585,889,312,175,172,125,105,714,303,167,137,68,39,13700.464,14081.065,16782.031,18826.133,19760.443,684732736,31617.156,.32263243,.31999999
2013,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,749,.23999999,8010,.32246378,24840,13806,11034,143,1197,316,2098,165,17922,635,760,1604,3079,1597,1482,10,171,30,323,23,2083,132,13,294,2722,.10958132,.0057568438,.048188407,.012721417,.084460549,.006642512,.064573266,.7214976,.030595813,.025563607,386,.12536538,.0032478077,.055537511,.0097434232,.10490419,.0074699577,.095485546,.67651832,.00422215,.042871062,21931,2017,1361,2333,1622,.69524217,973,317,168,246,144,98,784,310,164,207,66,37,14336.618,14760.924,16958.219,19852.586,19934.182,748617664,34135.137,.32246378,.31999999
2014,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,698,.25,7572,.30916217,24492,13473,11019,130,1228,302,2230,144,17193,758,778,1729,2790,1286,1504,10,182,36,326,20,1844,152,17,203,2806,.11456802,.0053078556,.05013882,.012330557,.091050141,.0058794711,.070594482,.70198435,.031765476,.030948881,392,.1405018,.0035842294,.065232977,.012903226,.11684588,.0071684588,.072759859,.66093189,.0060931901,.054480288,21624,1841,1304,2398,1609,.6709758,864,286,152,186,144,96,704,279,149,165,79,32,13294.704,14392.316,16463.047,18491.518,20585.09,826723904,38231.773,.30916217,.31
2015,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,774,.27000001,7139,.29861546,23907,13221,10686,114,1293,322,2356,147,16576,850,673,1576,2871,1417,1454,8,199,41,384,19,1956,168,18,78,2939,.12293471,.0047684778,.054084577,.013468859,.098548539,.0061488268,.065922111,.69335341,.02815075,.035554439,452,.15743643,.0027864855,.069313832,.014280738,.1337513,.0066179032,.027168235,.68129569,.0062695923,.058516197,21439,1703,1229,2729,1834,.67204106,980,316,174,208,157,125,841,311,171,189,102,68,13130.641,14033.606,16627.355,19590.5,19860.707,1025161280,47817.59,.29861546,.30000001
2016,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,756,.23999999,6906,.29024124,23794,13398,10396,119,1308,328,2582,147,16400,978,579,1353,3086,1590,1496,17,210,33,403,28,2130,177,16,72,3176,.13347903,.0050012609,.05497184,.013784988,.10851475,.006178028,.056863073,.6892494,.024333866,.041102801,481,.15586519,.0055087493,.068049252,.010693454,.13058975,.0090732342,.023331173,.69021386,.0051847049,.057355799,21046,1993,1408,,,,1045,306,191,219,167,162,927,302,188,202,130,105,11354.93,11762.114,15556.49,17365.699,17972.529,1080551168,51342.352,.29024124,.28999999
2017,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,736,.22,6482,.27247888,23789,12947,10842,109,1351,319,2852,104,16302,1132,540,1080,3319,1661,1658,11,207,40,431,23,2287,214,8,98,3384,.14225063,.0045819497,.056790955,.013409559,.11988734,.0043717683,.045399133,.68527472,.022699567,.047585018,505,.15215427,.0033142513,.062368184,.012051823,.12985839,.0069297981,.029526966,.68906295,.0024103646,.06447725,21427,1893,1305,,,,1017,278,180,204,176,179,912,276,175,192,147,122,11922.939,12848.454,15619.45,18773.303,18857.643,1116883328,52125.043,.27247888,.27000001
2018,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,866,.22,6842,.27773494,24635,13108,11527,95,1433,340,3062,118,16626,1263,574,1124,3853,1946,1907,10,221,43,530,20,2631,247,12,139,3615,.14674243,.003856302,.058169272,.013801502,.12429471,.0047899331,.045626141,.67489344,.023300182,.051268522,603,.15650143,.0025953802,.057357904,.011160135,.13755515,.0051907604,.036075786,.68284452,.0031144563,.064105891,21834,1862,1280,,,,1113,326,217,220,166,184,995,320,215,210,132,118,12970.596,13036.415,16126.655,18624.529,19309.689,1134930944,51979.984,.27773494,.28
2019,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,795,.2,6360,.25704241,24743,13083,11660,95,1450,338,3140,116,16581,1374,548,1101,3987,2033,1954,16,276,38,512,19,2700,282,18,126,3689,.14909267,.0038394697,.058602434,.013660429,.12690458,.0046881945,.044497434,.67012894,.022147678,.055530857,585,.14672686,.0040130424,.069224983,.0095309755,.12841736,.0047654877,.03160271,.67720091,.0045146728,.070729874,22146,1630,1183,,,,1039,284,169,207,186,193,927,281,167,201,153,125,12213.937,13997.59,15386.525,18799.977,19534.234,1146553472,51772.484,.25704241,.25999999
2020,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,757,.19,5830,.23810497,24485,12927,11558,104,1463,316,3195,110,16049,1371,544,1333,4040,2044,1996,17,239,61,562,12,2669,262,18,200,3725,.15213396,.0042474987,.059750866,.01290586,.13048805,.0044925464,.054441493,.6554625,.022217683,.055993464,652,.16138613,.0042079207,.059158415,.015099009,.13910891,.0029702971,.049504951,.66064358,.0044554453,.064851485,22350,1446,1049,,,,1020,290,169,182,163,216,930,286,164,180,137,163,10988.12,12454.467,14581.302,16586.994,18212.406,1129158656,50521.641,.23810497,.23999999
2021,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1015,.23999999,5495,.22298421,24643,12759,11884,108,1495,355,3434,107,16065,1373,379,1327,4214,2135,2079,8,261,69,656,17,2760,265,13,165,4004,.16248022,.0043825833,.060666315,.014405713,.13934992,.0043420037,.053848963,.65190929,.015379621,.055715621,750,.17797817,.0018984338,.061936401,.016373992,.15567157,.0040341718,.039155196,.65495968,.0030849548,.06288562,22162,1544,1123,,,,1460,360,272,326,265,237,1348,354,270,316,220,188,9750,11276,11917,15998,17233,1362087936,61460.516,.22298421,.22
2022,230764,University of Utah,5. Very Competitive,4. Very Competitive+ and Under,1,UT,Utah,Mountain,367500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,,,,,25826,13389,12437,106,1634,355,3611,112,16408,1507,396,1697,5077,2591,2486,20,362,64,686,34,3253,305,53,300,4184,.16200727,.0041043907,.06326957,.013745838,.13982034,.0043367147,.065708973,.63532871,.015333385,.058352049,804,.15836124,.0039393343,.071301952,.012605869,.13511917,.0066968682,.059090015,.64073271,.010439236,.060074847,,1615,1233,,,,,,,,,,,,,,,,,,,,,,,,
2009,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,26,.14,,,618,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,34,34,198,134,.67676765,,,,,,,,,,,,,,,,,,17591592,29319.32,,
2010,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,41,.20999999,149,.22439758,664,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634,16,16,168,118,.70238096,128,25,12,20,24,47,,,,,,,21914.771,25572.43,31121.295,33210.852,45579.777,17489834,27586.488,.22439758,.22
2011,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,40,.23999999,157,.23502994,668,220,448,4,16,14,20,0,544,1,24,45,169,54,115,1,5,4,8,0,126,0,9,16,38,.056886226,.0059880242,.023952097,.020958085,.029940119,0,.067365266,.81437123,.035928145,.001497006,13,.07692308,.0059171598,.029585799,.023668639,.047337279,0,.094674557,.74556214,.053254437,0,643,16,16,212,143,.6745283,98,24,9,22,19,24,,,,,,,20969.525,19255.611,32278.701,40948.305,49398.551,18241742,28369.738,.23502994,.23999999
2012,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,42,.2,147,.21428572,686,230,456,6,17,10,28,0,551,8,22,44,212,60,152,5,5,2,12,0,168,6,5,9,44,.06413994,.0087463558,.024781341,.014577259,.040816326,0,.06413994,.80320698,.03206997,.011661808,19,.089622639,.023584906,.023584906,.0094339624,.056603774,0,.042452831,.79245281,.023584906,.028301887,657,14,14,197,146,.74111676,144,20,19,31,29,45,141,20,19,31,28,43,21000.658,29953.684,30825.154,37608.395,43196.477,18250296,27778.229,.21428572,.20999999
2013,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,38,.19,148,.21511628,688,245,443,0,15,13,33,0,532,18,29,48,197,72,125,0,3,4,14,0,147,6,6,17,46,.066860467,0,.021802325,.018895349,.047965117,0,.069767445,.77325583,.042151164,.02616279,18,.09137056,0,.015228426,.020304568,.071065992,0,.086294413,.74619287,.030456852,.030456852,707,15,15,140,107,.76428574,114,25,12,18,23,36,112,25,12,18,23,34,27387.498,28424.947,27835.117,37693.219,44098.594,18184258,25720.309,.21511628,.22
2014,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,29,.20999999,145,.23424879,619,218,401,10,19,10,28,0,469,13,24,46,140,41,99,6,7,1,7,0,98,4,5,12,48,.077544428,.016155088,.030694669,.016155088,.045234248,0,.07431341,.75767368,.038772214,.021001615,14,.1,.042857144,.050000001,.0071428572,.050000001,0,.085714288,.69999999,.035714287,.028571429,643,16,16,191,136,.71204191,84,12,11,15,15,31,83,12,11,15,15,30,20824.943,21635.875,28349.473,30232.889,42264.367,20436226,31782.623,.23424879,.23
2015,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,40,.20999999,139,.21060605,660,222,438,11,17,8,34,0,449,22,37,82,192,66,126,3,2,3,11,0,108,10,9,46,53,.080303028,.016666668,.025757575,.012121212,.051515151,0,.12424242,.68030304,.056060605,.033333335,17,.088541664,.015625,.010416667,.015625,.057291668,0,.23958333,.5625,.046875,.052083332,666,7,7,214,145,.6775701,107,18,13,18,24,34,105,18,13,18,24,32,25263.686,34081.289,29299.672,35973.871,46694.32,19543296,29344.289,.21060605,.20999999
2016,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,38,.18000001,140,.19886364,704,249,455,7,17,11,44,1,462,33,41,88,215,70,145,0,5,5,20,1,137,13,13,21,63,.089488633,.0099431816,.024147727,.015625,.0625,.0014204546,.125,.65625,.058238637,.046875,26,.12093023,0,.023255814,.023255814,.093023255,.0046511628,.097674422,.6372093,.060465116,.060465116,708,14,14,,,,126,22,15,19,31,39,125,22,15,19,31,38,26728.693,29918.496,23907.727,39077.336,48960.309,29236280,41294.18,.19886364,.2
2017,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,38,.19,145,.20393811,711,253,458,7,14,20,64,0,427,36,40,103,196,61,135,1,2,9,22,0,112,8,8,34,91,.12798874,.0098452885,.019690577,.028129395,.090014063,0,.14486639,.60056257,.05625879,.050632913,32,.1632653,.0051020407,.010204081,.045918368,.1122449,0,.17346939,.5714286,.040816326,.040816326,733,10,10,,,,109,26,12,19,19,33,108,26,12,19,19,32,25994.316,28181.594,29525.477,28248.178,45294.738,37507588,51169.969,.20393811,.2
2018,230816,Bennington College,1. Most Competitive,1. Most Competitive,,VT,Vermont,Northeast,368200,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,No,No,No,No,Title IV postsecondary institution,21,51,.23,156,.20129032,775,274,501,3,16,28,73,1,437,33,55,129,219,63,156,0,5,9,28,1,131,3,3,39,105,.13548388,.0038709678,.020645162,.036129031,.094193548,.0012903226,.16645162,.56387097,.070967741,.042580646,38,.17351598,0,.022831051,.04109589,.12785389,.0045662099,.1780822,.5981735,.01369863,.01369863,772,17,17,,,,128,24,20,17,31,36,128,24,20,17,31,36,21065.215,23078.619,26519.533,31818.477,45947.914,37716568,48855.656,.20129032,.2
